,index,Hotelname,Address,OfferPrice,OriginalPrice,OfferPercentage,Facilities,City_Name,Rating,Reviews,Location,AC_Availability,Wifi_Availability
53,222,OYO 79447 Ragas Homes ,"LB Nagar, Near Metro Station, Beside Zoom Lab, Hyderabad",1014.0,2484.0,59.0, Reception  Ticket Tour Assistance  Security  + 10 more,Hyderabad,4.4,Very Good, Beside Zoom Lab,No,No
54,249,OYO 42009 Hotel A One Suite,"Near METRO STATION, Asalpha, Mumbai",1311.0,2856.0,54.0, Reception  Free Wifi  24/7 Checkin  + 17 more,Mumbai,4.4,Very Good, Asalpha,No,Yes
55,114,SPOT ON 37214 Classic Lodge,"Near Board Of Intermediate Office, Hyderabad",718.0,1367.0,47.0, AC  Parking Facility  Elevator  + 8 more,Hyderabad,4.4,Very Good,Near Board Of Intermediate Office,Yes,No
56,528,OYO Flagship 75583 Thatipally Mansion,"Near Omni hospital, Mohan Nagar, Hyderabad",1216.0,2453.0,50.0, Reception  Free Wifi  Power backup  + 10 more,Hyderabad,4.4,Very Good, Mohan Nagar,No,Yes
57,322,CAPITAL O75271 Nandhana Hometel,"Near Domlur Flyover Junction, ISRO Colony, Bangalore",1442.0,2747.0,47.0, Living Room  Reception  Washing Machine  + 78 more,Bangalore,4.4,Very Good, ISRO Colony,No,No
58,287,OYO 40166 Hotel My Choice,"Near Karachi Bakery, Malakunta, Hyderabad",1216.0,2315.0,47.0, Reception  Free Wifi  24/7 Checkin  + 12 more,Hyderabad,4.4,Very Good, Malakunta,No,Yes
59,262,OYO 12761 High Street,"Near Kalyan silks commercial street, Bangalore",1264.0,3433.0,63.0, Free Wifi  Power backup  Card Payment  + 13 more,Bangalore,4.4,Very Good,Near Kalyan silks commercial street,No,Yes
60,277,Capital O 68975 The Blueberry's,"Near Forum Mall, 4th Cross Rd, Bangalore",1263.0,3043.0,58.0, Reception  Free Wifi  Daily Housekeeping  + 9 more,Bangalore,4.4,Very Good, 4th Cross Rd,No,Yes
61,52,OYO 16428 Hotel Comfort Inn,"Near Mahatma Gandhi Road, Rani Ganj, Hyderabad",1282.0,2441.0,47.0, Free Wifi  Power backup  Card Payment  + 14 more,Hyderabad,4.4,Very Good, Rani Ganj,No,Yes
62,81,OYO 15392 Sri Sai Guru Comforts,"Near Kodigihalli Gate, Byatarayanapura, Bangalore",1229.0,2591.0,52.0, Free Wifi  Power backup  Card Payment  + 19 more,Bangalore,4.4,Very Good, Byatarayanapura,No,Yes
63,105,OYO FLAGSHIP 76687 Ramoji Kothapet,"Kothapet, Hyderabad",1338.0,2548.0,47.0, Private Entrance  Reception  Free Wifi  + 13 more,Hyderabad,4.4,Very Good,Kothapet,No,Yes
64,85,OYO 9253 Champion Comfort,"Near Sarvodaya College of Nursing, Magadi Rd, Bangalore",1477.0,3218.0,54.0, Parking Facility  Free Wifi  Power backup  + 11 more,Bangalore,4.3,Very Good, Magadi Rd,No,Yes
65,79,Capital O 80005 Hotel Prime Land,"Near Maharashtra Weight Bridge Sion West, Mumbai",1579.0,3455.0,54.0, Reception  Caretaker  Security  + 16 more,Mumbai,4.3,Very Good,Near Maharashtra Weight Bridge Sion West,No,No
66,370,OYO 28751 Aadya International,"Near Marol Naka metro station, Navpada, Mumbai",1327.0,4076.0,67.0, Free Wifi  Geyser  CCTV Cameras  + 5 more,Mumbai,4.3,Very Good, Navpada,No,Yes
67,43,Silverkey Executive Stays 22453 Himayat Nagar Circle,"Near Narayanguda Road, Vittalwadi, Hyderabad",1462.0,2784.0,47.0, Private Entrance  Hair Dryer  Reception  + 17 more,Hyderabad,4.3,Very Good, Vittalwadi,No,No
68,235,OYO 37499 Saba Service Apartments,"Near Mecca Masjid, Old City, Hyderabad",1282.0,2530.0,49.0, Reception  Free Wifi  Refrigerator  + 15 more,Hyderabad,4.3,Very Good, Old City,No,Yes
69,69,Collection O 81162 Hotel Whitefield,"Zone 3, Mumbai",1446.0,2754.0,47.0, Parking Facility  Reception  Free Wifi  + 10 more,Mumbai,4.3,Very Good,Zone 3,No,Yes
70,53,Capital O 23543 Hotel Vaishnavi,"Near Csi Wesley Church, Paras Towers, Hyderabad",1501.0,2859.0,47.0, Reception  AC  Daily Housekeeping  + 8 more,Hyderabad,4.3,Very Good, Paras Towers,Yes,No
71,205,OYO 18544 Amm Residency,"Mavalli, Bengaluru",1180.0,2697.0,56.0, Parking Facility  Free Wifi  Twin Single Bed  + 10 more,Bangalore,4.3,Very Good,Mavalli,No,Yes
72,478,OYO 26883 Vasundhara Guest House,"Near Bombay Hotel, Hyderabad",1377.0,2622.0,47.0, Reception  Free Wifi  Power backup  + 13 more,Hyderabad,4.3,Very Good,Near Bombay Hotel,No,Yes
73,380,Capital O 74657 Nandhana Regent,"Near Koramangala Rto, Bda Complex, Bangalore",1216.0,2315.0,47.0, Cot  AC  Bedside Table / Desk  + 5 more,Bangalore,4.3,Very Good, Bda Complex,Yes,No
74,159,OYO Townhouse 078 Dodda Banaswadi,"Near Udupi Upachar, Lakshmamma Layout, Bangalore",1361.0,2592.0,47.0, Reception  Free Wifi  Power backup  + 16 more,Bangalore,4.3,Very Good, Lakshmamma Layout,No,Yes
75,459,OYO 79879 Elite Stays JP Nagar,"Bommanahalli Zone, Bangalore",903.0,1719.0,47.0, Parking Facility  Elevator  Private Entrance  + 7 more,Bangalore,4.3,Very Good,Bommanahalli Zone,No,No
76,49,OYO 22907 Hotel Holiday,"Near Rani Gunj X road, Secundrabad, Hyderabad",1249.0,2379.0,47.0, Reception  Free Wifi  Power backup  + 13 more,Hyderabad,4.3,Very Good, Secundrabad,No,Yes
77,450,Capital O 49646 Hotel Champion Paradise,"Near V.E.T School, J.P. Nagar, Bangalore",1331.0,2674.0,50.0, Parking Facility  Reception  Free Wifi  + 16 more,Bangalore,4.3,Very Good, J.P. Nagar,No,Yes
78,312,OYO 36061 Om Residency ,"Near Ganesh nagar, Marol, Mumbai",895.0,3286.0,72.0, Hair Dryer  Reception  Free Wifi  + 20 more,Mumbai,4.3,Very Good, Marol,No,Yes
79,338,Capital O 19360 Sai Suites Inn,"Near Kanaka Nagar, Nagavara, Bangalore",1299.0,2969.0,56.0, Parking Facility  Reception  Free Wifi  + 18 more,Bangalore,4.3,Very Good, Nagavara,No,Yes
80,535,Capital O 70991 Prime Square,"Centrally Located, Near Kalyan Nagar Bus Stand, 1st stage, Bangalore",1336.0,2686.0,50.0, Free Wifi  Power backup  Card Payment  + 10 more,Bangalore,4.3,Very Good, 1st stage,No,Yes
81,131,Capital O 12043 Hotel Konak,"Near Shughun Hospital, Marol, Mumbai",1250.0,3395.0,63.0, Elevator  Free Wifi  Geyser  + 7 more,Mumbai,4.3,Very Good, Marol,No,Yes
82,121,Collection O 50232 ULIFE HOTEL,"Near marol metro station , Saki Vihar, Mumbai",1547.0,2947.0,47.0, Private Entrance  Reception  Power backup  + 24 more,Mumbai,4.3,Very Good, Saki Vihar,No,No
83,331,OYO 80044 Royal Wood Deluxe,"India, Bangalore",1014.0,2459.0,58.0, Reception  Caretaker  Security  + 22 more,Bangalore,4.3,Very Good,India,No,No
84,587,OYO 13933 Varcity Pearl,"Near Forum Mall, Koramangala, Bangalore",1216.0,2315.0,47.0, Elevator  Free Wifi  Geyser  + 5 more,Bangalore,4.3,Very Good, Koramangala,No,Yes
85,57,Capital O 71317 White Ridge,"Near Khazana Jewellery, Dilsukhnagar, Hyderabad",1536.0,2925.0,47.0, Elevator  Reception  Free Wifi  + 8 more,Hyderabad,4.3,Very Good, Dilsukhnagar,No,Yes
86,507,Capital O 47538 Prime Residency,"Near Perseverance HBR, Saint Thomas Town, Bangalore",1411.0,2687.0,47.0, Hair Dryer  Parking Facility  Reception  + 19 more,Bangalore,4.3,Very Good, Saint Thomas Town,No,No
87,368,OYO 80898 The Om Sai Residency,"India, Mumbai",1313.0,3001.0,56.0, Parking Facility  Reception  Ticket Tour Assistance  + 9 more,Mumbai,4.2,Very Good,India,No,No
88,382,OYO 79745 My Own Nest,"Bangalore, Bangalore",1005.0,2161.0,53.0, Doctor on Call  Reception  Free Wifi  + 16 more,Bangalore,4.2,Very Good,Bangalore,No,Yes
89,224,OYO 2840 Kanha Grand,"Near Nilofer Hospital, lakdikapul, Hyderabad",1339.0,2730.0,50.0, Elevator  Free Wifi  Power backup  + 8 more,Hyderabad,4.2,Very Good, lakdikapul,No,Yes
90,28,OYO 78888 Elite Stays JP Nagar New,"JP Nagar 6th Phase, Bangalore",906.0,1725.0,47.0, Private Entrance  Elevator  Free Wifi  + 8 more,Bangalore,4.2,Very Good,JP Nagar 6th Phase,No,Yes
91,226,OYO 68404 Sa Thirumala Residency,"Near VRK Silks, Himayatnagar, Hyderabad",1315.0,2699.0,51.0, Hair Dryer  Reception  Security  + 20 more,Hyderabad,4.2,Very Good, Himayatnagar,No,No
92,402,OYO 40869 White Ridge ,"Near Sanjeevini Hospital, Kothapet road, Hyderabad",1216.0,2315.0,47.0, Reception  Free Wifi  Power backup  + 11 more,Hyderabad,4.2,Very Good, Kothapet road,No,Yes
93,30,Capital O 715 Royal Shades,"Near Manipal Hospital, Kodihalli, Bangalore",1418.0,3241.0,56.0, AC  TV ,Bangalore,4.2,Very Good, Kodihalli,Yes,No
94,502,Collection O 77042 Tetrad Hotel (Kanaka Grand),"Hebbal, Bangalore",1491.0,2839.0,47.0, Parking Facility  Elevator  Power backup  + 7 more,Bangalore,4.2,Very Good,Hebbal,No,No
95,271,OYO 11097 Hotel Grand Arabian,"Dr.Ambedkar Nagar, Yeshwanthpur, Bangalore",1459.0,3283.0,55.0, Free Wifi  Geyser  Power backup  + 6 more,Bangalore,4.2,Very Good, Yeshwanthpur,No,Yes
96,495,OYO 24259 Hotel Blue Inn,"Near Bilal masjid, Gurappanapalya, Bangalore",1216.0,2315.0,47.0, Reception  Free Wifi  Power backup  + 13 more,Bangalore,4.2,Very Good, Gurappanapalya,No,Yes
97,348,OYO 14669 Mayur's Residency,"Near Sri Krupa Market, Malakpet, Hyderabad",1397.0,3298.0,57.0, AC  AC  TV  + 4 more,Hyderabad,4.2,Very Good, Malakpet,Yes,No
98,298,OYO 17168 Hz Lodge,"Near Julu Khana Parking, Charminar, Hyderabad",1216.0,2512.0,51.0, Elevator  Free Wifi  Power backup  + 8 more,Hyderabad,4.2,Very Good, Charminar,No,Yes
99,340,OYO 40852 Hotel White Ridge,"Near Dilsukhnagar metro station, Krishna Nagar, Hyderabad.",1216.0,2788.0,56.0, Parking Facility  Reception  Free Wifi  + 13 more,Hyderabad,4.2,Very Good, Krishna Nagar,No,Yes
100,313,OYO Flagship 76610 Hotel Grandeur,"Andheri East, Mumbai",1290.0,2521.0,48.0, Reception  Free Wifi  CCTV Cameras  + 6 more,Mumbai,4.2,Very Good,Andheri East,No,Yes
101,55,OYO 15928 Hotel Midtown,"Behind Mebaz showroom, Begumpet, Hyderabad",1371.0,3501.0,60.0, Hair Dryer  AC  AC  + 9 more,Hyderabad,4.2,Very Good, Begumpet,Yes,No
102,278,OYO 68738 Hotel Skv Residency,"Near Apollo Phaacy, Mathikere Main Road, Bangalore",1251.0,2965.0,57.0, Parking Facility  Reception  Free Wifi  + 17 more,Bangalore,4.2,Very Good, Mathikere Main Road,No,Yes
103,329,OYO 78898 Ezotic Stay Banaswadi,"Banasavadi, Bangalore",1366.0,2601.0,47.0, Elevator  Private Entrance  Free Wifi  + 6 more,Bangalore,4.2,Very Good,Banasavadi,No,Yes
104,538,OYO Home 78540 Hotel,"Rajarajeshwari Nagar Zone, Bangalore",1014.0,2008.0,49.0, Parking Facility  Elevator  Private Entrance  + 8 more,Bangalore,4.2,Very Good,Rajarajeshwari Nagar Zone,No,No
105,387,OYO Home  81332 Shiva Shakthi Inn,"Bommanahalli Zone JP Nagar Bangalore, Bangalore",928.0,1768.0,47.0, Elevator  Private Entrance  Power backup  + 5 more,Bangalore,4.2,Very Good,Bommanahalli Zone JP Nagar Bangalore,No,No
106,160,OYO 10139 Hotel Palak Residency,"Centrally Located, Near Mosapet Flyover, Erragadda, Hyderabad",1347.0,2992.0,54.0, Elevator  Free Wifi  Geyser  + 9 more,Hyderabad,4.2,Very Good, Erragadda,No,Yes
107,412,CAPITAL O 30955 Alpine Glow Pinnacle,"Near Veg Market, Bowenpally, Hyderabad",1252.0,2609.0,52.0, Reception  Power backup  Refrigerator  + 38 more,Hyderabad,4.2,Very Good, Bowenpally,No,No
108,391,SPOT ON BLR2568 Blooms Inn,"3rd cross madiwala extension 1st stage Btm layout bangalore , Bangalore",987.0,1879.0,47.0, TV  Reception  CCTV Cameras  + 4 more,Bangalore,4.2,Very Good,3rd cross madiwala extension 1st stage Btm layout bangalore ,No,No
109,149,OYO 18338 White Fort,"Dispensary Rd, Kalasipalya,Bangalore",985.0,1966.0,49.0, Parking Facility  Free Wifi  Power backup  + 14 more,Bangalore,4.2,Very Good, Kalasipalya,No,Yes
110,540,OYO 25121 Bns Lodge,"Near Gandhi Bazaar, Main Road, Bangalore",1014.0,2239.0,54.0, Reception  Free Wifi  Power backup  + 14 more,Bangalore,4.2,Very Good, Main Road,No,Yes
111,14,OYO 30693 Hotel Blue Executive,"On main street, Near Saki Vihar complex, Sakinaka,Mumbai",1014.0,2545.0,60.0, AC  TV  Queen Sized Bed ,Mumbai,4.2,Very Good, Sakinaka,Yes,No
112,183,OYO 49759 Hotel Qubic ,"On main street, Near Dhanlaxmi Building, Asalpha, Mumbai",1017.0,2325.0,56.0, Reception  Free Wifi  CCTV Cameras  + 8 more,Mumbai,4.2,Very Good, Asalpha,No,Yes
113,141,OYO 8252 Aayush Corporate Stays,"Near Maharaja Signal, Kormangala, Bangalore",1372.0,3061.0,55.0, Hair Dryer  Free Wifi  Power backup  + 13 more,Bangalore,4.2,Very Good, Kormangala,No,Yes
114,577,OYO 79565 Royal Comforts,"Karnataka, Bangalore",1509.0,2874.0,47.0, Reception  AC  AC  + 7 more,Bangalore,4.2,Very Good,Karnataka,Yes,No
115,132,Collection O 80640 Balaji Stays,"Marol, Mumbai",1473.0,2805.0,47.0, Private Entrance  Reception  Free Wifi  + 11 more,Mumbai,4.2,Very Good,Marol,No,Yes
116,586,Capital O 74788 Hotel Nandhana Pride ,"Near Manyata Tech Park, Byatarayanapura, Bangalore",1467.0,2794.0,47.0, Parking Facility  Reception  Free Wifi  + 15 more,Bangalore,4.2,Very Good, Byatarayanapura,No,Yes
117,386,OYO 38410 Hotel Hsr Comforts,"Near Yesvantpur Junction Railway Station, Bangalore",1527.0,3150.0,51.0, Reception  Free Wifi  Power backup  + 14 more,Bangalore,4.2,Very Good,Near Yesvantpur Junction Railway Station,No,Yes
118,565,OYO 17315 Opal Residency,"Near Mahesh Nagar Colony, Abids, Hyderabad",1014.0,2292.0,55.0, Reception  Free Wifi  Power backup  + 13 more,Hyderabad,4.2,Very Good, Abids,No,Yes
119,408,OYO 9796 Hotel Alekhya Residency,"Near Global Hospital, Saifabad, Hyderabad",1216.0,2323.0,47.0, Free Wifi  CCTV Cameras  Power backup  + 5 more,Hyderabad,4.1,Very Good, Saifabad,No,Yes
120,167,OYO 49253 Raja Residency,"Near Raja Deluxe Complex, Musheerabad, Hyderabad",1216.0,2315.0,47.0, Private Entrance  Parking Facility  Reception  + 20 more,Hyderabad,4.1,Very Good, Musheerabad,No,No
121,161,OYO 10272 Hotel Ruma,"Near City Convention Centre, Nampally, Hyderabad",1194.0,2729.0,56.0, Elevator  Free Wifi  Geyser  + 7 more,Hyderabad,4.1,Very Good, Nampally,No,Yes
122,283,OYO Flagship 75243 Metro International,"High Court, Hyderabad",1291.0,2458.0,47.0, Parking Facility  Reception  Free Wifi  + 11 more,Hyderabad,4.1,Very Good,High Court,No,Yes
123,204,OYO 10291 Sri Venkatadri Residency,"Near Maha Bazaar, Mks Square, Bangalore",1054.0,2408.0,56.0, Elevator  Free Wifi  Geyser  + 8 more,Bangalore,4.1,Very Good, Mks Square,No,Yes
124,396,OYO 76612 Royal Inn & Suites,"Wilsongarden, Bangalore",1259.0,2457.0,48.0, Elevator  Reception  Free Wifi  + 8 more,Bangalore,4.1,Very Good,Wilsongarden,No,Yes
125,284,OYO 6651 Hotel Srujana Stay Inn,"Opposite Public Garden Nampally, Hyderabad",1216.0,2315.0,47.0, Elevator  Free Wifi  Geyser  + 7 more,Hyderabad,4.1,Very Good,Opposite Public Garden Nampally,No,Yes
126,443,OYO 73485 Krishna Comfort K,"Near Yeshwanthpur Railway Station, Bangalore",1216.0,2806.0,56.0, Free Wifi  Daily Housekeeping  CCTV Cameras  + 6 more,Bangalore,4.1,Very Good,Near Yeshwanthpur Railway Station,No,Yes
127,346,SPOT ON 75390 Bhavani Rest Rooms ,"India, Hyderabad",1014.0,1998.0,49.0, Reception  Ticket Tour Assistance  Queen Sized Bed  + 6 more,Hyderabad,4.1,Very Good,India,No,No
128,576, OYO Flagship 77088 Srinidhi Residency,"Konena Agrahara Ward, Bangalore",1014.0,2109.0,51.0, Reception  Free Wifi  Power backup  + 11 more,Bangalore,4.1,Very Good,Konena Agrahara Ward,No,Yes
129,140,Capital O 28398 Mysore Gate,"Near Nalanda Theater, Mysore Road, Bangalore",1463.0,3063.0,52.0, Reception  Security  24/7 Checkin  + 13 more,Bangalore,4.1,Very Good, Mysore Road,No,No
130,58,OYO 71439 Rsquare Elite,"Near Raghavendra Udupi Veg, LB Nagar, Hyderabad",993.0,2561.0,61.0, Reception  Free Wifi  Power backup  + 7 more,Hyderabad,4.1,Very Good, LB Nagar,No,Yes
131,323,OYO 70382 Mass Residency,"Near Savoury Sea Shell, HSR Layout Sector 2, Bangalore",1013.0,2652.0,61.0, Parking Facility  Free Wifi  Power backup  + 12 more,Bangalore,4.1,Very Good, HSR Layout Sector 2,No,Yes
132,172,OYO 70927 Hotel Hyderabad Continental,"Near Tarakarama Theatre, Sultan Bazar, Hyderabad",845.0,2169.0,61.0, TV  King Sized Bed  Dress Hanger  + 1 more,Hyderabad,4.1,Very Good, Sultan Bazar,No,No
133,34,Capital O 67657 GN Suites,"Near Sub Registrar Office, Banaswadi, Bangalore",1251.0,2506.0,50.0, Reception  Power backup  24/7 Checkin  + 26 more,Bangalore,4.1,Very Good, Banaswadi,No,No
134,531,OYO 63021 Hotel Hill 9,"Near Lotus Pond, Film Nagar, Hyderabad",1593.0,3234.0,50.0, Hair Dryer  Parking Facility  Reception  + 21 more,Hyderabad,4.1,Very Good, Film Nagar,No,No
135,245,Capital O 79601 Wynd Hotel And Banquet,"Shah Ind. Estate, Saki Vihar Rd, behind Finch Restaurant, Andheri East",1564.0,3010.0,48.0, Doctor on Call  Reception  Ticket Tour Assistance  + 21 more,Mumbai,4.1,Very Good, behind Finch Restaurant,No,No
136,357,OYO 80411 Vasu Hotel,"Opp: Sarojini devi eye hospital, P V Express pillar NO 1, Humayun nagar, Mehdipatnam road , Hyderabad 500028",1249.0,2854.0,56.0, Reception  Daily Housekeeping  AC  + 6 more,Hyderabad,4.1,Very Good, Mehdipatnam road ,Yes,No
137,84,OYO 8116 Park Inn,"Near Empire Restaurant Indiranagar , Close to BSNL Indiranagar office .",1462.0,3342.0,56.0, Elevator  Free Wifi  Geyser  + 8 more,Bangalore,4.1,Very Good,Near Empire Restaurant Indiranagar ,No,Yes
138,210,SPOT ON 76312 Sri Balaji Comforts,"Bangalore Urban, Bangalore",733.0,1670.0,56.0, TV  AC  Reception  + 10 more,Bangalore,4.1,Very Good,Bangalore Urban,Yes,No
139,359,OYO 70733 Hotel Regal,"Near paradise Restaurant, M.G.Road, Ramgopalpet, HYDERABAD",997.0,1995.0,50.0, Private Entrance  Reception  Free Wifi  + 14 more,Hyderabad,4.1,Very Good, Ramgopalpet,No,Yes
140,212,SPOT ON 65593 Yatra Inn,"Near Majestic Railway station, Lalbagh, Bangalore",709.0,1580.0,55.0, Reception  CCTV Cameras  Power backup  + 2 more,Bangalore,4.1,Very Good, Lalbagh,No,No
141,536,CAPITAL O75134 Kings Suits,"Near Itsy Bitsy, Sector 3, Bangalore",1460.0,2781.0,47.0, Parking Facility  Reception  Free Wifi  + 7 more,Bangalore,4.1,Very Good, Sector 3,No,Yes
142,181,OYO Flagship 76261 Lake Bloom,"Near Solaris complex, Saki Vihar, Mumbai",1417.0,2698.0,47.0, AC  AC  TV  + 1 more,Mumbai,4.1,Very Good, Saki Vihar,Yes,No
143,217,OYO 78921 VSV Avenue Hennur,"Kacharkanahalli, Bangalore",1223.0,2329.0,47.0, Private Entrance  Free Wifi  Power backup  + 5 more,Bangalore,4.1,Very Good,Kacharkanahalli,No,Yes
144,454,SPOT ON 78462 A Class Suites ,"India, Bangalore",1014.0,1931.0,47.0, TV  Reception  Wakeup Service  + 6 more,Bangalore,4.0,Very Good,India,No,No
145,547,OYO 78899 Exotic Stay BG Road,"Bommanahalli Zone, Bangalore",886.0,1688.0,47.0, Elevator  Parking Facility  Free Wifi  + 6 more,Bangalore,4.0,Very Good,Bommanahalli Zone,No,Yes
146,449,OYO 49249 Pavithraa Deluxe Suites,"Near Orion mall, Yeswanthpur, Bangalore",1429.0,3022.0,52.0, Free Wifi  Power backup  Security  + 11 more,Bangalore,4.0,Very Good, Yeswanthpur,No,Yes
147,389,OYO 76339 Sai Orchid ,"West Zone, Bangalore",1383.0,3180.0,56.0, Reception  Free Wifi  Power backup  + 8 more,Bangalore,4.0,Very Good,West Zone,No,Yes
148,385,OYO 25036 Suraksha Residency,"Near 6th Cross Road, Gandhi Nagar, Bangalore",1216.0,2325.0,47.0, Reception  Free Wifi  Power backup  + 11 more,Bangalore,4.0,Very Good, Gandhi Nagar,No,Yes
149,445,Collection O 42670 Grand Continent,"Near gopalan cinemas, J.P. Nagar, Bangalore",1336.0,3038.0,56.0, Private Entrance  Reception  Free Wifi  + 12 more,Bangalore,4.0,Very Good, J.P. Nagar,No,Yes
150,213,OYO 15695 Varcity Comforts,"Near 1st Stage, BTM Layout, Bangalore",1348.0,2567.0,47.0, Elevator  Free Wifi  Geyser  + 7 more,Bangalore,4.0,Very Good, BTM Layout,No,Yes
151,325,Collection O  80094 Prime Rose Bellandur,"Bellandur, Bangalore",1014.0,2419.0,58.0, Private Entrance  Doctor on Call  Elevator  + 7 more,Bangalore,4.0,Very Good,Bellandur,No,No
152,326,OYO 71720 Hotel Fiesta Grand ,"Near Mariyappa Road, Jayanagar Ward, Bangalore",1560.0,2971.0,47.0, AC  TV ,Bangalore,4.0,Very Good, Jayanagar Ward,Yes,No
153,400,OYO 14726 Hotel Vaishnavi park,"Near Monda Market, Shivaji Nagar, Hyderabad",1014.0,2471.0,58.0, Elevator  Free Wifi  Geyser  + 7 more,Hyderabad,4.0,Very Good, Shivaji Nagar,No,Yes
154,585,Capital O 69041 Yo Hotel,"Near SR Krishnappa Garden, Swagath Road, Bangalore",1289.0,2639.0,51.0, Reception  Free Wifi  Power backup  + 8 more,Bangalore,4.0,Very Good, Swagath Road,No,Yes
155,234,OYO Flagship 76915 Kachiguda Station Rd,"Hyderabad., Hyderabad",1351.0,2574.0,47.0, Doctor on Call  Parking Facility  Reception  + 21 more,Hyderabad,4.0,Very Good,Hyderabad.,No,No
156,230,OYO 29928 Royal Emirates Banjara,"Near NIMS Hospital, Punjagutta, Hyderabad",1299.0,2539.0,48.0, Parking Facility  Reception  Free Wifi  + 13 more,Hyderabad,4.0,Very Good, Punjagutta,No,Yes
157,530,OYO 71234 Hotel Shyam ,"Near Paradise Restaurant, M.G.Road, Hyderabad",1216.0,2534.0,52.0, Reception  Free Wifi  24/7 Checkin  + 16 more,Hyderabad,4.0,Very Good, M.G.Road,No,Yes
158,178,OYO 71244 Hotel Saba Service Apartments,"Near Yousuf Baba Dargah, Nampally mandal, Hyderabad",1216.0,2315.0,47.0, Reception  Free Wifi  TV  + 10 more,Hyderabad,4.0,Very Good, Nampally mandal,No,Yes
159,75,Capital O 80951 Hotel Radisson Suite,"India, Mumbai",1475.0,2809.0,47.0, Doctor on Call  Reception  Caretaker  + 11 more,Mumbai,4.0,Very Good,India,No,No
160,102,Collection O 81203 Shining Suites,"banjara nagar, ward 101 erragadda, greater Hyderabad municipal corporation central zone , Hyderabad , balanagar Mandal, near erragadda metro, Hyderabad",1014.0,2336.0,56.0, Free Wifi  Geyser  AC  + 1 more,Hyderabad,4.0,Very Good, near erragadda metro,Yes,Yes
161,496,OYO 75391 Serenity Inn,"Near Kalyan Nagar, Jal Vayu Vihar, Bangalore",1325.0,3028.0,56.0, Daily Housekeeping  CCTV Cameras  Power backup  + 3 more,Bangalore,4.0,Very Good, Jal Vayu Vihar,No,No
162,12,OYO 76846 Hotel Manas Residency,"Chembur East, Mumbai",1359.0,3343.0,59.0, Reception  Free Wifi  CCTV Cameras  + 6 more,Mumbai,4.0,Very Good,Chembur East,No,Yes
163,276,OYO Home 41195 Shiva Shakthi Inn,"Near J P Nagar, 5th Phase, Bangalore",1222.0,2375.0,48.0, Free Wifi  CCTV Cameras  Power backup  + 5 more,Bangalore,4.0,Very Good, 5th Phase,No,Yes
164,6,OYO 7407 Hotel Blue Sea,"On main street, Near Asalpha Metro Station, Ghatkopar, Mumbai",1216.0,3078.0,60.0, Free Wifi  Geyser  CCTV Cameras  + 7 more,Mumbai,4.0,Very Good, Ghatkopar,No,Yes
165,573,SPOT ON 80376 Santa Maria,"Bangalore , Bangalore",845.0,1931.0,56.0, TV  Window  Reception  + 6 more,Bangalore,4.0,Very Good,Bangalore ,No,No
166,238,OYO 15140 Hotel Priya Residency,"Near Raniganj, MG Road, Hyderabad",1216.0,2594.0,53.0, AC  AC  TV  + 1 more,Hyderabad,4.0,Very Good, MG Road,Yes,No
167,349,OYO 45408 Hotel Ambassador,"Near Navodaya Hospital, SD Road, Hyderabad",1501.0,2859.0,47.0, Reception  Power backup  Refrigerator  + 44 more,Hyderabad,4.0,Very Good, SD Road,No,No
168,286,SPOT ON 48349 Sri Sai Lohith Lodge,"Near Regional Passport Office, Shivaji Nagar, Hyderabad",744.0,1417.0,47.0, Reception  Geyser  Daily Housekeeping  + 6 more,Hyderabad,4.0,Very Good, Shivaji Nagar,No,No
169,395,SPOT ON 72596 Royal Regency ,"Centrally Located, Near Movieland Theatre, RK Puram, Bangalore",1227.0,2337.0,47.0, TV  Parking Facility  AC  + 10 more,Bangalore,3.9,Good, RK Puram,Yes,No
170,358,SPOT ON 68046 Rainbow Hotel,"Near KIMS Hospital, Opp James Street Railway Station, Sec'bad",999.0,1902.0,47.0, AC  Reception  King Sized Bed  + 10 more,Hyderabad,3.9,Good, Opp James Street Railway Station,Yes,No
171,54,OYO 78865 Raga Stays ,"Beside Reliance Trends , LB Nagar Circle ,LB Nagar , Hyderabad",1014.0,2731.0,62.0, Reception  Ticket Tour Assistance  Security  + 14 more,Hyderabad,3.9,Good,LB Nagar ,No,No
172,334,SPOT ON 68841 Ashraya Comforts,"Near Railway Hospital, Yeswanthpur, Bangalore",945.0,1799.0,47.0, Window  Reception  Geyser  + 7 more,Bangalore,3.9,Good, Yeswanthpur,No,No
173,259,Collection O 75556 Hotel Address Inn,"Near bus top, Safed Pul, Mumbai",1507.0,2871.0,47.0, Free Wifi  AC  TV ,Mumbai,3.9,Good, Safed Pul,Yes,Yes
174,575,SPOT ON 80165 S3 Comforts,"Diagonally opp Sri Krishna Nandagokula Hotel, Bangalore",871.0,1658.0,47.0, TV  Parking Facility  Window  + 10 more,Bangalore,3.9,Good,Diagonally opp Sri Krishna Nandagokula Hotel,No,No
175,501,OYO 11916 Varcity Plaza,"Near Cross Road, Maruti Nagar, Bangalore",1377.0,2622.0,47.0, Elevator  Free Wifi  Geyser  + 5 more,Bangalore,3.9,Good, Maruti Nagar,No,Yes
